Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00426019-04,CCN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)NCC1=CC=CO1,4.76
AB00426019-04,CCN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)NCC1=CC=CO1,-6.8
AB00425951-04,CC1=C(C)C2=C(SC3=NN=NN3C3=CC=CC=C3)N=CN=C2S1,39.58
AB00425933-05,OC1=CC=C(C(=O)CC2=NC3=CC=CC=C3S2)C(O)=C1,-9.1
AB00425918-04,O=C(CSC1=NN=C(O1)C1=CC=CS1)N1CCC2=CC=CC=C12,18.94
AB00425915-03,CC(=O)C1=C(C)N=C(NC(=O)CN2C(=O)CCC2=O)S1,7
AB00425821-05,COC1=CC=C(NC2CC(=O)N(C2=O)C2=CC=CC=C2)C=C1,-5.06
AB00425821-05,COC1=CC=C(NC2CC(=O)N(C2=O)C2=CC=CC=C2)C=C1,-6.81
AB00425673-04,COC1=CC=C(CNS(=O)(=O)C2=CC=C(OC)C=C2)C=C1,23.8
AB00425282-04,CC1=NN=C(SCC(=O)N2CCOCC2)S1,-1.15
AB00425243-02,COC1=CC=CC2=C1OC(=O)C(=C2)C(=O)NC1CC(C)(C)NC(C)(C)C1,-7.13
AB00425174-04,NN1C(SCC(=O)NC2=CC=C3OCOC3=C2)=NN=C1C1=CC=NC=C1,-8.12
AB00424000-04,C(CSC1=NN=C2SC3=CC=CC=C3N12)OC1=CC=CC=C1,68.69
AB00423814-03,CCCC1=CC2=C(OC=C(C2=O)C2=CC=CC=N2)C=C1OC,9.32
AB00423694-04,CC1=CC(NS(=O)(=O)C2=CC=C(NC(=O)CCCOC3=CC=CC=C3)C=C2)=NO1,85.04
AB00423598-03,CC1=NN=C(SCC(=O)N2CCC(CC3=CC=CC=C3)CC2)N(N)C1=O,0.29
AB00423598-03,CC1=NN=C(SCC(=O)N2CCC(CC3=CC=CC=C3)CC2)N(N)C1=O,-3.11
AB00423566-04,CC1=CN(C2OC(COC(=O)C3=CC=CC=C3)C(O)C2O)C(=O)NC1=O,-6.53
AB00423518-05,CC(C)C1C2=C(NN=C2C2=CC=CC=C2)OC(N)=C1C#N,13.81
AB00422739-04,O=C(N1CC(=O)NC2=CC=CC=C12)C1=CC=CS1,-4.59
AB00422643-04,CC1=NN(C2=C1C=C(S2)C(=O)N1CCCCC1)C1=CC=CC=C1,-15.56
AB00421915-03,CC1=CC=C(NC(=O)CN2N=NC(C(=O)NCC3=CC=CC=C3)=C2N)C=C1C,-3.72
AB00421807-04,CCOCCN1C(SCC)=NC2=C1C(=O)NC(=O)N2C,7.04
AB00421779-04,CCOCCN1C(SCCCC2=CC=CC=C2)=NC2=C1C(=O)NC(=O)N2C,3.61
AB00421758-04,COCCCNS(=O)(=O)C1=CC=C2SC(=O)C3=C2C1=CC=C3,-0.05
AB00421550-05,OC(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCC2,-13.44
AB00421520-04,C(CSC1=NN=NN1C1=CC=CC=C1)OC1=CC=CC=C1,25.38
AB00421482-04,CC1=NC(SCC(=O)NCC2=CC=CO2)=C2C3=C(CCCC3)SC2=N1,13.83
AB00420934-04,CC1=CC(NC(=O)CC(C)(C)C)=NC2=C1C(=O)OC1=CC=CC=C21,3.87
AB00420931-04,CC1=CC(NC(=O)C2CCCCC2)=NC2=C1C(=O)OC1=CC=CC=C21,11.91
AB00420930-05,CC1=CC(NC(=O)C2CCCC2)=NC2=C1C(=O)OC1=CC=CC=C21,7.04
AB00420929-03,CCCCC(=O)NC1=CC(C)=C2C(=O)OC3=CC=CC=C3C2=N1,19.33
AB00420825-05,COC1=CC(=CC=C1O)C1NC(=O)NC(O)(C1C(=O)C1=CC=CS1)C(F)(F)F,-2
AB00420757-04,CC1=NN=C2N1N=C(C1=CC=CC=C1)C1=CC=CC=C21,-9.62
AB00420753-04,C=CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC1=CC=C2OCOC2=C1,4.01
AB00420647-04,C1CCN2C(CC1)=NN=C2C1=CC=NC=C1,86.45
AB00420558-05,CCCC1=CC(C(=O)CC2=CC=C(O2)C(=O)OCC)=C(O)C=C1O,-8.39
AB00420427-04,CCOC1=CC=C(C=C1)N1C=CN=C1SCC(=O)NC1=NN=C(C)S1,0.2
AB00420425-05,COC1=CC=C(C=C1)N1C=CN=C1SCC(=O)NCC1=CC=C2OCOC2=C1,0.99
AB00420405-05,CC1=CC=CC(=C1)N1N=CC2=C(NCC3=CC=CC=N3)N=CN=C12,62.91
AB00420397-04,COC1=CC=CC(=C1)N1C=CN=C1SCC(=O)NC1=NC=CS1,-8.72
AB00420380-04,CC1=CC=C(N2N=CC3=C(NCC4=CC=CC=N4)N=CN=C23)C(C)=C1,20.54
AB00420290-04,O=C(CSC1=NC=NC2=C1OC1=CC=CC=C21)OCC1=CC=CC=C1,87.97
AB00420266-04,CCOC1=CC=CC=C1NC(=O)CSC1=NC=NC2=C1OC1=CC=CC=C21,97.18
AB00419800-06,CS(=O)(=O)N1CCCC(C1)C(=O)NCC1=CC=CS1,0.71
AB00419497-03,CN1C2=C(N(CC(=O)C3=CC=CC=C3)C(=N2)N2CCCCCC2)C(=O)NC1=O,-2.12
AB00419349-04,CN1C(C)=CC2=CC(CNC(=O)NC3=CC=CC=C3)=CC=C12,5.67
AB00419347-04,CC1=CC2=CC(CNC(=O)NC3CCCCC3)=CC=C2N1,8.37
AB00419240-03,O=C1NC(=CC(=O)N1C1CCCCC1)N1CCC2=CC=CC=C2C1,5.37
AB00419182-03,CCN1C(=O)NC(=CC1=O)N1CCCCC1,-6
AB00419009-04,CCOC(=O)C1=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C)C2=CC=CC=C2O1,8.59
AB00419008-04,CCOC(=O)C1=C(NC(=O)CC2=CC=CS2)C2=CC=CC=C2O1,16.82
AB00419007-04,CCOC(=O)C1=C(NC(=O)C2=CC=C3OCOC3=C2)C2=CC=CC=C2O1,10.95
AB00419006-04,CCOC(=O)C1=C(NC(=O)C2=CC(OC)=CC(OC)=C2)C2=CC=CC=C2O1,-1.82
AB00419005-05,CCOC(=O)C1=C(NC(=O)C2=CC=CC(OC)=C2OC)C2=CC=CC=C2O1,28.06
AB00419004-04,CCOC(=O)C1=C(NC(=O)C2=CC=CC(OC)=C2)C2=CC=CC=C2O1,10.83
AB00419003-04,CCOC(=O)C1=C(NC(=O)C2=CC=CC=C2OC)C2=CC=CC=C2O1,83.96
AB00419001-04,CCOCC(=O)NC1=C(OC2=CC=CC=C12)C(=O)OCC,10.75
AB00418990-05,CCOC(=O)C1=C(NC(=O)COC)C2=CC=CC=C2O1,5.05
AB00418988-04,CCOC(=O)C1=C(NC(=O)C2CCCCC2)C2=CC=CC=C2O1,3.34
AB00418397-04,C1COC2=CC3=C(SC(=N3)N3CCN(CC3)C3=CC=CC=C3)C=C2O1,-4.9
AB00418395-04,C1COC2=CC3=C(SC(=N3)N3CCC4=CC=CC=C4C3)C=C2O1,92.81
AB00418391-03,C1COC2=CC3=C(SC(=N3)N3CCOCC3)C=C2O1,18.06
AB00418373-04,C1OC2=CC3=C(C=C2O1)N=C(S3)N1CCN(CC1)C1=CC=CC=C1,-7.88
AB00418371-03,C1OC2=CC3=C(C=C2O1)N=C(S3)N1CCC2=CC=CC=C2C1,4.36
AB00418369-04,C1OC2=CC3=C(C=C2O1)N=C(S3)N1CCCCC1,38.92
AB00418367-04,C1OC2=CC3=C(C=C2O1)N=C(S3)N1CCOCC1,-0.91
AB00418365-04,FC1=CC(F)=C2N=C(SC2=C1)N1CCCCC1,-0.67
AB00418361-03,COC1=CC=C(OC)C2=C1SC(=N2)N1CCN(CC1)C1=CC=CC=C1,-0.9
AB00418359-05,COC1=CC=C(OC)C2=C1SC(=N2)N1CCCCC1,19.77
AB00418341-04,COC1=CC=C(C)C2=C1N=C(S2)N1CCCC1,-0.96
AB00418339-04,ClC1=CC=C(Cl)C2=C1SC(=N2)N1CCCC1,73.49
AB00418337-03,ClC1=CC=C(Cl)C2=C1SC(=N2)N1CCOCC1,0.63
AB00418335-04,ClC1=CC(Cl)=C2N=C(SC2=C1)N1CCCCC1,4.52
AB00418333-03,ClC1=CC(Cl)=C2N=C(SC2=C1)N1CCCC1,86.92
AB00418331-04,ClC1=CC(Cl)=C2N=C(SC2=C1)N1CCOCC1,-3.19
AB00418329-04,ClC1=CC=C2N=C(SC2=C1)N1CCN(CC1)C1=CC=CC=C1,-3.49
AB00418327-04,ClC1=CC=C2N=C(SC2=C1)N1CCCCC1,3.31
AB00418309-04,FC1=CC=C2N=C(SC2=C1)N1CCCCC1,0.94
AB00418307-04,ClC1=CC=CC2=C1N=C(S2)N1CCN(CC1)C1=CC=CC=C1,6.56
AB00418305-03,ClC1=CC=CC2=C1N=C(S2)N1CCCCC1,14.51
AB00418303-03,ClC1=CC=CC2=C1N=C(S2)N1CCCC1,6.28
AB00418301-03,ClC1=CC=CC2=C1N=C(S2)N1CCOCC1,10.57
AB00418299-04,FC1=CC=CC2=C1N=C(S2)N1CCCCC1,5.43
AB00418297-05,FC1=CC=CC2=C1N=C(S2)N1CCOCC1,-0.06
AB00418295-04,COC1=CC=CC2=C1N=C(S2)N(C)C1=CC=CC=C1,12.07
AB00418277-04,COC1=CC=CC2=C1N=C(S2)N1CCN(CC1)C1=NC2=CC=CC=C2S1,-0.85
AB00418275-04,CCOC(=O)C1=CSC(NC2=NC3=CC=C(F)C=C3S2)=N1,19.12
AB00418273-04,CC(=O)C1=C(C)N=C(NC2=NC3=CC=C(F)C=C3S2)S1,88.66
AB00418271-04,FC1=CC=C2N=C(NC3=NC4=C(CCCC4)S3)SC2=C1,90.04
AB00418267-04,COC1=CC=C2N=C(NC3=NC(C)=C(S3)C(C)=O)SC2=C1,59.93
AB00418265-05,FC1=CC=CC2=C1N=C(NC1=NN=C(O1)C1=CC=CC=C1)S2,94.49
AB00418264-05,COC1=CC(=CC(OC)=C1)C1=NN=C(NC2=NC3=C(F)C=CC=C3S2)O1,59.7
AB00418246-05,COC1=CC=CC(=C1)C1=NN=C(NC2=NC3=C(F)C=CC=C3S2)O1,93.96
AB00418244-07,FC1=CC=CC2=C1N=C(NC1=NN=C(O1)C1=CC=CO1)S2,88.81
AB00418243-04,COC1=CC=CC2=C1N=C(NC1=NN=C(O1)C1=CC=CS1)S2,99.53
AB00418240-05,COC1=CC=C(C=C1)C1=NN=C(NC2=NC3=C(OC)C=CC=C3S2)O1,99.88
AB00418238-03,COC1=C2N=C(NC3=NN=C(O3)C3=CC=CC=C3OC)SC2=CC=C1,13.61
AB00418234-05,COC1=CC=CC2=C1N=C(NC1=NC(C)=C(S1)C(C)=O)S2,16.43
AB00418216-05,CCOC(=O)C1=C(C)N=C(NC2=NC3=C(OC)C=CC=C3S2)S1,17.07
AB00418175-06,CN1C=C(SCC(=O)NC2=NC3=CC=CC=C3S2)C2=CC=CC=C12,-0.82
AB00417771-05,COC(=O)C(C)SC1=NC2=C(N1CCC(C)C)C(=O)NC(=O)N2C,0.24
AB00417767-04,O=C(CCCN1C(=S)NC2=CC3=C(OCO3)C=C2C1=O)N1CCN(CC1)C1=CC=CC=C1,-6.12
AB00417743-04,COC(=O)CSC1=NC2=C(N1CCC(C)C)C(=O)NC(=O)N2C,1.42
AB00417305-04,CCOC(=O)C1=C(C)C(C(=O)N2CCN(CC2)C(=O)C2=CC=CO2)=C(C)N1C,4.64
AB00417298-04,CC1=CC(NS(=O)(=O)C2=CC=C(NC(=O)CCCOC3=CC=C(Cl)C=C3)C=C2)=NO1,86.32
AB00417150-04,CC(=O)C1=CC(OC(=O)N2CCOCC2)=CC=C1OC(=O)N1CCOCC1,-9.87
AB00417146-04,COCC(=O)NC1=NC2=CC=C(C=C2S1)S(C)(=O)=O,-13.12
AB00417059-05,COC(=O)C1=CC=C(CSC2=NC=NC3=C2N=NN3C2=CC=C(OC)C=C2)O1,-1.79
AB00417038-04,COC1=CC=C(C=C1)N1N=NC2=C(SCC(=O)NCC3CCCO3)N=CN=C12,56.89
AB00417001-04,CCOC(=O)C1=C(NC(=O)COC2=CC=C(F)C=C2)C2=CC=CC=C2O1,5.25
AB00416999-04,CCOC(=O)C1=C(NC(=O)COC2=CC=CC(OC)=C2)C2=CC=CC=C2O1,-0.54
AB00416872-04,COC1=CC=C2C(C)=CC(SCC#N)=NC2=C1,1.72
AB00416850-02,CC1=CC2=NN=C(SCC(=O)NCC3=CC=CO3)N2C2=CC=CC=C12,-7.16
AB00416758-06,COC(=O)C1=C(C)OC(N)=C(C#N)C1C1=CC=CC=C1,2.08
AB00416576-04,COC1=CC=C(C=C1OC)C1=NN=C2C=CC(SCC(N)=O)=NN12,1.22
AB00416303-03,O=C(OCN1N=NC2=CC=CC=C2C1=O)C1=CC=CN=C1,80.31
AB00416248-05,CC1CC(C)CN(C1)C1=CC(=O)N(C(=O)N1)C1=CC=C(C)C=C1,-3.98
AB00416246-03,CC1CCN(CC1)C1=CC(=O)N(C(=O)N1)C1=CC=C(C)C=C1,-7.7
AB00416214-04,CC1CN(CC(C)O1)C1=CC(=O)N(C(=O)N1)C1=CC(Cl)=CC=C1C,-9.15
AB00416204-03,COC1=CC=CC=C1N1CCN(CC1)C1=CC(=O)N(C(=O)N1)C1=CC=C(Br)C=C1,2.17
AB00415560-04,CN1C(=O)N(C)C2=NC(C)=NC(SCC(=O)NC3=CC=C(C=C3)C(F)(F)F)=C2C1=O,-4.16
AB00415505-05,CN1C(=O)N(C)C2=NC(=NC(SCC3=CC=CC(=C3)C(F)(F)F)=C2C1=O)C1=CC=CO1,-6.33
AB00415499-04,COC(=O)C1=CC=C(CSC2=NC(=NC3=C2C(=O)N(C)C(=O)N3C)C2=CC=C(OC)C=C2)O1,1.23
AB00415221-05,OCCCNC(=O)CSC1=NC=NC2=CC=CC=C12,-9.72
AB00415148-04,CC1=CC(C)=C2C(O)=NC(SCC(=O)NC3=CC=CC=C3)=NC2=N1,-17.46
AB00415114-04,COC1=CC=C(C=C1)S(=O)(=O)N1N=C(OC(=O)C2=CC=CO2)C=C1N,-3.88
AB00414955-05,CN(CCCC(=O)NC1=CC=NC=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,-4.05
AB00414721-04,O=C(CSC1=NC=NC2=CC=CC=C12)NCC1=CC=CO1,-9.31
AB00414590-04,CCOC(=O)N1CCN(CC1)C(=O)CSCC(=O)NC1=NC(=CS1)C1=CC=C2OCOC2=C1,59.46
AB00414551-04,CCOC(=O)CSC1=NN=C(CNC(=O)C2=CC=C(OC)C=C2)N1CC1=CC=CC=C1,-15.26
AB00414410-06,CCCNC1=NC2=C(N1CC1=CC=CC(C)=C1)C(=O)N(C)C(=O)N2C,-9.13
AB00414302-05,COC1=CC=C(C=C1OC)C1=NN=C2C=CC(SC(C(C)=O)C(C)=O)=NN12,-6.23
AB00414030-04,O=C(CSC1=NC=CN1C1=CC=CC=C1)NCC1=CC=C2OCOC2=C1,8.94
AB00414026-04,O=C(CSC1=NC=CN1C1=CC=CC=C1)NC1=CC=C2OCOC2=C1,-3.83
AB00413973-03,COC(=O)C1=CC=C(C(=O)OC)C(NC(=O)C2=C(C)N=CO2)=C1,11.35
AB00413848-03,COCCCNC(=O)CSC1=NC2=CC=C(C=C2C(=O)N1CCC1=CC=CC=C1)N1CCOCC1,9.21
AB00413700-04,NC(=O)CSC1=NN=C(CN2C(=O)SC3=CC=CC=C23)N1C1=CC=CC(Cl)=C1,6.36
AB00413674-04,O=C(CSC1=NN=C(CN2C(=O)SC3=CC=CC=C23)N1C1=CC=CC=C1)N1CCOCC1,2.38
AB00413343-05,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=CO3)=C2O)=N1,-11.09
AB00413315-04,CC1=NN2C(O)=C(SC2=N1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=C(F)C=C1,2.65
AB00413314-05,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=C(F)C=C3)=C2O)=N1,-3.58
AB00413313-06,CC1=NN2C(O)=C(SC2=N1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=CC(F)=C1,4.37
AB00413310-06,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=CC(F)=C3)=C2O)=N1,1.89
AB00413286-06,CC1=NN2C(SC(C(N3CCCCC3)C3=CC=CC(F)=C3)=C2O)=N1,9.05
AB00413280-05,CC1=NN2C(O)=C(SC2=N1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=C(Cl)C=C1,-7.33
AB00413259-05,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=C(Cl)C=C3)=C2O)=N1,9.57
AB00413257-05,CC1=NN2C(O)=C(SC2=N1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=C(C)C=C1,-5.67
AB00413244-03,COC(=O)C1=CC2=CC=CC=C2C(=O)S1,37.79
AB00413230-05,CC1=NN2C(O)=C(SC2=N1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=CC=C1,-2.7
AB00413222-05,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=CC=C3)=C2O)=N1,-1.97
AB00413220-05,CC1=NN2C(SC(C(N3CCC(O)CC3)C3=CC=CC=C3)=C2O)=N1,4.94
AB00413197-04,O=C(N1CCN=C1SCC1=CC=CN=C1)C1=CC=CO1,-2.63
AB00413185-03,CCOC1=CC=CC=C1C(=O)N1CCN=C1SCC1=CC=CN=C1,-11.4
AB00413120-03,CCCCOC1=CC=C(C=C1)C(=O)NCC1=CC=CO1,15.47
AB00412633-04,CNC1=NN=C(CSC2=NC3=CC=CC=C3S2)S1,9.63
AB00412341-04,CN1C2=C(N(CC3=CC=CC=C3)C(SCCN3CCCCC3)=N2)C(=O)NC1=O,1.78
AB00412135-05,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=CC(F)=C2)=NO1,1.15
AB00412133-05,FC1=CC=CC(=C1)C1=NN=C2C=CC(SCC(=O)NCC3CCCO3)=NN12,11.29
AB00412131-05,FC1=CC=CC(=C1)C1=NN=C2C=CC(SCC(=O)NCC3=CC=CO3)=NN12,2.15
AB00412125-04,CCOC(=O)CC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=C(F)C=C1,-8.61
AB00412123-05,CCC(SC1=NN2C(C=C1)=NN=C2C1=CC=C(F)C=C1)C(O)=O,-28.84
AB00412097-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=C(F)C=C2)=NO1,-2.36
AB00412095-05,FC1=CC=C(C=C1)C1=NN=C2C=CC(SCC(=O)NCC3CCCO3)=NN12,4.52
AB00412093-05,FC1=CC=C(C=C1)C1=NN=C2C=CC(SCC(=O)NCC3=CC=CO3)=NN12,2.82
AB00412091-03,CC1CCN(CC1)C(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=C(F)C=C1,2.75
AB00412069-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=C(Cl)C=C2)=NO1,-15.17
AB00412065-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=CC=C2)=NO1,-7.56
AB00412063-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=C1)NCC1CCCO1,-11.04
AB00412061-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=C1)NCC1=CC=CO1,2.1
AB00412019-03,COC1=CC=C(C=C1)N1C(=O)NC(=CC1=O)N1CCC2=CC=CC=C12,5.28
AB00412015-03,COC1=CC=C(C=C1)N1C(=O)NC(=CC1=O)N1CCN(CC1)C1=CC=CC=C1F,-6.37
AB00412013-03,CCOC(=O)N1CCN(CC1)C1=CC(=O)N(C(=O)N1)C1=CC=C(OC)C=C1,-3.96
AB00412009-05,COC1=CC=C(C=C1)N1C(=O)NC(=CC1=O)N1CC(C)OC(C)C1,-6.09
AB00411981-03,ClC1=CC=C(C=C1)N1C(=O)NC(NCC2=CC=C3OCOC3=C2)=CC1=O,-1.62
AB00411927-03,FC1=CC=C(CN2C(=O)NC(=CC2=O)N2CCC3=CC=CC=C23)C=C1,3.42
AB00411925-03,NS(=O)(=O)C1=CC=C(CCNC2=CC(=O)N(CC3=CC=C(F)C=C3)C(=O)N2)C=C1,7.82
AB00411923-03,FC1=CC=C(CN2C(=O)NC(=CC2=O)N2CCC3=CC=CC=C3C2)C=C1,-3.82
AB00411879-04,O=C(CSC1=NC=NC2=CC=CC=C12)N1CCN(CC1)C1=CC=CC=C1,2.14
AB00411862-03,COC1=CC=C(C=C1)C1=NN=C2C=CC(SCC(=O)N3CCN(CC3)C3=CC=CC=C3)=NN12,3.31
AB00411856-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=C(C)C=C2)=NO1,-1.54
AB00411854-06,CC1=CC=C(C=C1)C1=NN=C2C=CC(SCC(=O)NCC3=CC=CO3)=NN12,8.18
AB00411852-03,CC1=CC=C(C=C1)C1=NN=C2C=CC(SCC(=O)N3CCCCC3)=NN12,-2.35
AB00411789-04,O=C(CCN1C(=O)OC2=CC=CC=C12)NC1=NC=CS1,12.19
AB00411766-04,CCC1=CC=C(NC(=O)CCN2C(=O)OC3=CC=CC=C23)C=C1,1.31
AB00411760-04,O=C(CCN1C(=O)OC2=CC=CC=C12)N(CC1=CC=CC=C1)C1=CC=CC=N1,-3.7
AB00411706-05,COCCN(CCOC)C(=O)CCN1C(=O)OC2=CC=CC=C12,1.53
AB00411676-04,COC(=O)C1=C(C)NC(=O)NC1C1=CC=CC=C1,2.67
AB00411676-04,COC(=O)C1=C(C)NC(=O)NC1C1=CC=CC=C1,-7.57
AB00411520-02,CCOC(=O)C1=NN(C(=O)C2=C(NC(=O)C3=CC=CO3)SC=C12)C1=CC=C(OC)C=C1,3.69
AB00411499-05,FC1=CC=C(C=C1)N1N=CC2=C1N=CN(CC(=O)NCC1CCCO1)C2=O,-4.42
AB00411497-03,FC1=CC=C(C=C1)N1N=CC2=C1N=CN(CC(=O)NCC1=CC=CO1)C2=O,-3.81
AB00411495-03,CCOC(=O)C1=CC=CC=C1NC(=O)CN1C=NC2=C(C=NN2C2=CC=C(F)C=C2)C1=O,5.02
AB00411491-04,COC(=O)C1=CC=CC=C1NC(=O)C1=CN=C2SC=CN2C1=O,-7.86
AB00411489-03,COC1=CC=C(NC(=O)C2=CN=C3SC=CN3C2=O)C=C1,-2.36
AB00411441-03,ClC1=CC=C(C=C1)N1N=CC2=C1N=CN(CC(=O)NCCC1=CC=CC=C1)C2=O,11.12
AB00410916-03,CCOC1=CC=CC2=C1OC(=O)C(=C2)C1=NN=C(NCC2=CC=CO2)S1,5.08
AB00410914-06,COC1=CC=C2OC(=O)C(=CC2=C1)C1=NN=C(NCC2=CC=CO2)S1,-6.34
AB00410697-04,CN1C2=C(N(CCOC3=CC=CC=C3)C(=N2)N2CCNCC2)C(=O)NC1=O,-3.53
AB00410421-04,OC(=O)C1=C2CCCCC2=NN1,-5.99
AB00410379-04,CCOC(=O)C1=CC=C2N=C(NC(=O)C3=CC=CO3)SC2=C1,41.45
AB00410181-04,COC1=CC=C(Cl)C=C1NC(=O)CSC1=NC=NC2=C1OC1=CC=CC=C21,-1.58
AB00410179-04,ClC1=CC=CC(NC(=O)CSC2=NC=NC3=C2OC2=CC=CC=C32)=C1,97.77
AB00410177-04,FC1=CC=CC(NC(=O)CSC2=NC=NC3=C2OC2=CC=CC=C32)=C1,4.85
AB00410175-04,CC1CCN(CC1)C1=NC2=C(N1CCSC1=NC3=CC=CC=C3S1)C(=O)N(C)C(=O)N2C,17.84
AB00410158-03,CN1C2=C(N(CCSC3=NC=CC=N3)C(=N2)N2CCOCC2)C(=O)NC1=O,1.61
AB00410045-03,CN1C2=C(N(CCSC3=NN=C(C)S3)C(=N2)N2CCCCCC2)C(=O)NC1=O,-1.22
AB00410041-04,COC(=O)CCSCC(=O)NC1=NOC(C)=C1,-5.05
AB00410021-04,CN1C2=C(N(CCSC3=NN=C(C)S3)C(=N2)N2CCCCC2)C(=O)NC1=O,-1.53
AB00410013-05,CC1CC(C)CN(C1)C1=NC2=C(N1CCSC1=NN=C(C)S1)C(=O)NC(=O)N2C,-2.49
AB00410011-04,CN1C=NN=C1SCCN1C(=NC2=C1C(=O)NC(=O)N2C)N1CCCCC1,7.22
AB00410009-04,CCCCCN1C(SC2=NC=CC=N2)=NC2=C1C(=O)NC(=O)N2C,-8.09
AB00409680-05,CC1CC2=C(S1)C(=O)N(CC1=CC=CC=C1)C(SCC(=O)NC1=CC=C3OCOC3=C1)=N2,-0.91
AB00409672-05,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=NOC(C)=C1,-17.87
AB00409472-04,O=C(CSC1=NN=C2SC3=CC=CC=C3N12)NCC1=CC=CO1,10.08
AB00409379-05,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=NC3=CC=C(C)C=C3S1)=N2,0.28
AB00409375-06,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=CC=C(F)C=C1F)=N2,-3.72
AB00409371-05,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=CC=C3OCCOC3=C1)=N2,-12.96
AB00409367-05,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1CCCCC1)=N2,-7.65
AB00409347-06,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=CC=CC=C1F)=N2,-11.05
AB00409343-04,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=CC=C(F)C=C1)=N2,-4.25
AB00409339-05,CCSC1=NN=C(NC(=O)CSC2=NC3=C(SC(C)C3)C(=O)N2C)S1,-4.53
AB00409335-04,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)N1CCC3=CC=CC=C13)=N2,6.6
AB00409313-05,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=NC2=CC=C(C)C=C2S1,4.85
AB00409309-05,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=NC2=CC=CC=C2S1,75.96
AB00409305-06,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NCC1=CC=CO1,-3.69
AB00409301-04,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC=C2OCCOC2=C1,-6.16
AB00409281-04,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1CCCCC1,-2.01
AB00409277-06,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC=CC=C1F,0.38
AB00409180-05,CC1=CC(NC(=O)CSC2=NN=C(O2)C2COC3=CC=CC=C3O2)=NO1,-5.41
AB00409163-04,COC(=O)CSC1=NN=C(CNC(=O)C2=CC=C(OC)C=C2OC)N1C,-13.32
AB00409115-04,CC1=CC(NC(=O)CSC2=NN=C(O2)C2=CC=C(Cl)S2)=NO1,-0.21
AB00409084-03,COC1=CC=CC(=C1)C1=NN=C(O1)SCC(=O)NC1=NOC(C)=C1,99.57
AB00408464-03,CN1CCN(CC1)C1=NC2=C(N1CCSC1=NC=CC=N1)C(=O)NC(=O)N2C,-3.59
AB00408427-04,CN1C2=C(N(CC3=CC=CC=C3)C(SCCN3CCOCC3)=N2)C(=O)N(C)C1=O,0.8
AB00408219-04,COC(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCCC2,10.23
AB00408080-04,CC1=NC2=CC=CC=C2N1CC(=O)N1CC(=O)NC2=CC=CC=C12,-0.86
AB00408029-03,COCCCNC(=O)C1=CC2=C(N=C3C=CC(C)=CN3C2=O)N(CC=C)C1=N,-2.24
