Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00431613-05,CCOC(=O)C(C)SC1=NC2=C(N1CC1=CC=C(Cl)C=C1)C(=O)NC(=O)N2C,3.98
AB00431606-04,CC(=O)C1=C(C)N=C(NC(=O)C2=CC=CC=C2F)S1,3.2
AB00431578-05,CCOC(=O)C1=CSC(NC(=O)C2=CC=CC=C2)=N1,11.83
AB00431549-04,CN1C(=O)N(C)C2=C(C(SC(C(C)=O)C(C)=O)=NC(=N2)C2=CC=C(F)C=C2)C1=O,-2.12
AB00431542-03,CCCC1=NC(SCC(=O)C2=CC=C(OC)C=C2)=C2C(=O)N(C)C(=O)N(C)C2=N1,-3.67
AB00431522-05,CC(C)C1=NN=C(NC(=O)C(C)SC2=NN=CN2C)S1,-6.27
AB00431513-04,CN1C=C(C2=CC=CC=C12)S(=O)(=O)CC(=O)NC1=CC=C(C)C=C1C,15.65
AB00431506-04,NC(=O)C1=C(NC(=O)CN2C(=O)CCC2=O)SC2=C1CCCCC2,9.2
AB00431502-04,CC1=CC=CC(NC(=O)CSC2=NC=NC3=C2OC2=CC=CC=C32)=C1,7.5
AB00431494-02,COC1=CC=C(NC(=O)C2=CN=C3SC=CN3C2=O)C=C1OC,-0.54
AB00431493-04,CCC1=NC(SCC2=CC=C(O2)C(=O)OC)=C2C(=O)N(C)C(=O)N(C)C2=N1,-2.68
AB00431492-03,CC1=CC=CC(NC(=O)C2=CN=C3SC=CN3C2=O)=C1,2.46
AB00431490-03,O=C(NCCC1=CC=CC=C1)C1=CN=C2SC=CN2C1=O,5.16
AB00431483-03,CCCC1=NC(SCC(=O)N2CCC3=CC=CC=C23)=C2C(=O)N(C)C(=O)N(C)C2=N1,8.8
AB00431481-03,CCC1=CC=CC=C1NC(=O)C1=CN=C2SC=C(C)N2C1=O,9.4
AB00431473-04,CCC1=NN=C(NC(=O)CSC2=NC=NC3=C2OC2=CC=CC=C32)S1,98.44
AB00431468-04,CCC1=NC(SCC2=CC=CN=C2)=C2C(=O)N(C)C(=O)N(C)C2=N1,-5.39
AB00431462-04,COCCN1C(SCC(=O)NCC2=CC=C3OCOC3=C2)=NN=C1C1=CNC2=CC=CC=C12,3.66
AB00431454-02,CC1=CSC2=NC=C(C(=O)NC3=CC=CC=C3F)C(=O)N12,-5.34
AB00431450-03,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)NCC1=CC=C2OCOC2=C1,3.55
AB00431450-03,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)NCC1=CC=C2OCOC2=C1,-3.19
AB00431448-03,NC(=O)C1=C(NC(=O)C2=CC=C(F)C=C2)C2=CC=CC=C2O1,12.48
AB00431436-02,FC1=CC=C(CNC(=O)C2=CN=C3SC=CN3C2=O)C=C1,1.68
AB00431433-03,OCCNC1=NC2=C(C3=C(CCC3)S2)C(=O)N1CC=C,-4.4
AB00431425-03,CC1=CSC2=NC=C(C(=O)NCC3=CC=CC=C3Cl)C(=O)N12,7.25
AB00431420-04,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1,-1.58
AB00431420-04,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1,-17.53
AB00431418-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)NCC1=CC=CO1,77.23
AB00431414-04,CC(=O)C(SC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)C(C)=O,-10.29
AB00431414-04,CC(=O)C(SC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)C(C)=O,-10.45
AB00431400-04,CN1C=C(C2=CC=CC=C12)S(=O)(=O)CC(=O)NC1=CC=C(Br)C=C1,17.14
AB00431394-02,CC1=CSC2=NC=C(C(=O)NCC3=CC=C4OCOC4=C3)C(=O)N12,-2.16
AB00431392-03,O=C(NCCC1=CNC2=CC=CC=C12)C1=CN=C2SC=CN2C1=O,6.56
AB00431387-04,COC(=O)C1=CC=C(CSC2=NN3C(C=C2)=NN=C3C2=CC=CC=N2)O1,78.79
AB00431385-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)NC1=CC=C2OCOC2=C1,8.24
AB00431385-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)NC1=CC=C2OCOC2=C1,5.04
AB00431380-04,COC(=O)C1=CC=C(CSC2=NC(C)=NC3=C2C(=O)N(C)C(=O)N3C)O1,3.05
AB00431370-03,CCCC(=O)NC1=C(NC2=CC=CC=C12)C(=O)OCC,1.86
AB00431354-03,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1,17.85
AB00431354-03,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1,-4.85
AB00431352-03,CC1=CC(NC(=O)CN2CC3CC(C2)C2=CC=CC(=O)N2C3)=NC2=C1C(=O)OC1=CC=CC=C21,2.93
AB00431352-03,CC1=CC(NC(=O)CN2CC3CC(C2)C2=CC=CC(=O)N2C3)=NC2=C1C(=O)OC1=CC=CC=C21,-2.88
AB00431351-05,CCOC(=O)CSC(C)C(=O)NC1=NN=C(S1)C(C)C,13.71
AB00431348-04,CCOC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1,6.14
AB00431348-04,CCOC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1,-12.31
AB00431345-03,CC1=CC=CC(NC(=O)C2=CN=C3SC=CN3C2=O)=C1C,-3.5
AB00431317-04,CC1=CC=C(O1)C1=CSC(NC(=O)C2=CC=CC(=C2)N2C(=O)CCC2=O)=N1,-5.68
AB00431315-04,CCOC(=O)C1=C(NC(=O)CC)C2=CC=CC=C2N1,5.17
AB00431313-02,CC1=CSC2=NC=C(C(=O)NC3=CC=CC(=C3)C(F)(F)F)C(=O)N12,-6
AB00431311-03,CCC1=CC=C(NC(=O)C2=CN=C3SC=C(C)N3C2=O)C=C1,-3.41
AB00431278-04,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1,-3.43
AB00431278-04,COC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1,-18.35
AB00431273-05,C(N1CCN(CC1)C1=C2N=CN=C2N=CN1)C1=CC=CC=C1,10.49
AB00431267-05,C1CC(=CCN1C1=C2N=CN=C2N=CN1)C1=CC=CC=C1,6.27
AB00431254-05,CC1CN(CC(C)O1)C(C1=CC=CO1)C1=C(O)N2N=CN=C2S1,5.7
AB00431254-05,CC1CN(CC(C)O1)C(C1=CC=CO1)C1=C(O)N2N=CN=C2S1,-2.34
AB00431247-02,CC1CC(C)CN(C1)C1=NC2=C(N1CCSC1=NC3=CC=CC=C3O1)C(=O)N(C)C(=O)N2C,6.05
AB00431244-05,C1CCCN(CC1)C1=C2N=CN=C2N=CN1,18.34
AB00431239-03,CC1=CC=C(C=C1)N1C(=O)C2=C(CCS2)N=C1SCC(=O)NC1CCCCC1,9.21
AB00431235-04,COC1=CC=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=NC=C2)=C1,-4.06
AB00431235-04,COC1=CC=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=NC=C2)=C1,-19.09
AB00431223-05,CCOC(=O)C(C)OC1=CC=CC2=C1C=CN(CC(=O)N1CCN(CC1)C(=O)OCC)C2=O,-0.89
AB00431222-05,CC1CC2=C(S1)C(=O)N(C)C(SCC(N)=O)=N2,-9.53
AB00431220-05,CCCCOC(=O)C1=CC=C(NC2=C3N=CN=C3N=CN2)C=C1,-2.62
AB00431219-05,CCCCN(CCCNC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,74.1
AB00431215-06,COC1=CC=CC=C1CNC1=C2N=CN=C2N=CN1,20.92
AB00431213-05,BrC1=CC=C(CSC2=C3N=CN=C3N=CN2)C=C1,1.34
AB00431211-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)N1CCOCC1,48.01
AB00431211-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)N1CCOCC1,-3.23
AB00431209-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)NC1=CC=C2OCCOC2=C1,0.16
AB00431209-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)NC1=CC=C2OCCOC2=C1,-5.36
AB00431206-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NCC1CCCO1,5.62
AB00431206-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NCC1CCCO1,-8.94
AB00431204-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NC1=CC=C2OCCOC2=C1,-6.55
AB00431204-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NC1=CC=C2OCCOC2=C1,-8.67
AB00431198-04,CC1=CC=C(C=C1)N1N=C2CS(=O)CC2=C1NC(=O)CCC1CCCCC1,10.53
AB00431191-05,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NCC1=CC=C(F)C=C1,9.06
AB00431189-04,CN1C2=C(N(CCSC3=NC4=CC=CC=C4S3)C(=N2)N2CCN(CCO)CC2)C(=O)NC1=O,-2.85
AB00431187-05,C(CNC1=C2N=CN=C2N=CN1)CC1=CC=CC=C1,11.62
AB00431184-03,COC1=CC=CC2=C1C=CN(CC(=O)NC1=CC=CC(F)=C1)C2=O,0.04
AB00431180-03,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CS1)N1CCOCC1,0.89
AB00431180-03,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CS1)N1CCOCC1,-3.79
AB00431177-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NCC1=CC=CO1,-3.78
AB00431177-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NCC1=CC=CO1,-6
AB00431176-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NC1=CC=C2OCOC2=C1,-9.57
AB00431176-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1)NC1=CC=C2OCOC2=C1,-10.01
AB00431174-05,C(CC1=CCCCC1)NC1=C2N=CN=C2N=CN1,6.1
AB00431155-04,COC1=CC=C(C=C1)N1C(CC2=CC=CN2C)=NN=C1SCC(=O)NC1=NC=CS1,4.93
AB00431154-05,OC1=C(SC2=NC=NN12)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC=CS1,-4.99
AB00431153-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)N1CCOCC1,-3.45
AB00431153-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=N1)N1CCOCC1,-12.45
AB00431149-04,FC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1,-3.33
AB00431149-04,FC1=CC=CC=C1NC(=O)CSC1=NN2C(C=C1)=NN=C2C1=CC=NC=C1,-11.56
AB00431147-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=CN=C2)=NO1,13.84
AB00431147-04,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=CN=C2)=NO1,1.29
AB00431145-05,CC1CC2=CC=CC=C2N1C1=C2N=CN=C2N=CN1,5.24
AB00431143-05,COC1=CC=C(C=C1)N1CCN(CC1)C1=C2N=CN=C2N=CN1,11
AB00431130-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)NCC1=CC=CO1,-2.01
AB00431130-05,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CN=C1)NCC1=CC=CO1,-6.35
AB00431122-05,OC1=C(SC2=NC=NN12)C(N1CCC2(CC1)OCCO2)C1=CC=CS1,-3.65
AB00431122-05,OC1=C(SC2=NC=NN12)C(N1CCC2(CC1)OCCO2)C1=CC=CS1,-5.42
AB00431121-05,OC1=C(SC2=NC=NN12)C(N1CCOCC1)C1=CC=CO1,6.59
AB00431121-05,OC1=C(SC2=NC=NN12)C(N1CCOCC1)C1=CC=CO1,-0.79
AB00431119-04,CC1CCN(CC1)C1=NC2=C(N1CC1=CC=CC=C1)C(=O)NC(=O)N2C,1.85
AB00431118-02,CN1C2=C(N(CCSC3=NC4=CC=CC=C4S3)C(=N2)N2CCOCC2)C(=O)N(C)C1=O,1.73
AB00431115-05,CCCCN(CC1=CC=CC=C1)C1=C2N=CN=C2N=CN1,63.02
AB00431111-03,COC(=O)C1=CC=C(CSC2=NC3=C(SCC3)C(=O)N2C2=CC=CC=C2)O1,8.81
AB00431110-04,CC(C)(C)N1N=C2CS(=O)CC2=C1NC(=O)COC1=CC=C2C=CC=CC2=C1,-0.64
AB00431106-03,CN1C(=O)C=C(NC(=O)C2=CC=C(C)C(C)=C2)N(C)C1=O,-4.55
AB00431106-03,CN1C(=O)C=C(NC(=O)C2=CC=C(C)C(C)=C2)N(C)C1=O,-5.1
AB00431096-05,OC1=C(SC2=NC=NN12)C(N1CCC2(CC1)OCCO2)C1=CC=CO1,14.26
AB00431096-05,OC1=C(SC2=NC=NN12)C(N1CCC2(CC1)OCCO2)C1=CC=CO1,-0.25
AB00431094-04,FC(F)(F)C1(NC(=O)NC2=CC=C3OCCOC3=C2)OC2=CC=CC=C2O1,9.2
AB00431092-04,COC1=CC=C(C=C1)N1N=C2CS(=O)CC2=C1NC(=O)C1=CC(Br)=CC=C1Cl,17.74
AB00431091-05,CC1CC(C)CN(C1)C1=NC2=C(N1CCSC1=NC=CC=N1)C(=O)N(C)C(=O)N2C,6.47
AB00431085-05,CCCCN(C1=CC=CC=C1)C1=C2N=CN=C2N=CN1,1.33
AB00431082-05,CCC1=NN=C(NC(=O)CSC2=NC3=C(SC(C)C3)C(=O)N2C)S1,-2.2
AB00431081-05,CCOC(=O)CNC1=C2N=CN=C2N=CN1,-2.47
AB00431066-04,COC1=CC=C(C=C1)N1N=C2CS(=O)CC2=C1NC(=O)CC1=CC=CC(C)=C1,3.5
AB00431062-04,CC(C)(C)N1N=C2CS(=O)CC2=C1NC(=O)CC1=CC=CC2=CC=CC=C12,6.16
AB00431060-05,COC1=CC=CC(NC(=O)CSC2=NC3=C(SC(C)C3)C(=O)N2C)=C1,11.2
AB00431058-04,CN1C2=C(N(CCSC3=NC=CC=N3)C(=N2)N2CCN(CC3=CC=CC=C3)CC2)C(=O)NC1=O,7.14
AB00431048-05,COC1=CC=C(NC2=C3N=CN=C3N=CN2)C=C1OC,7.45
AB00431044-05,C(NC1=C2N=CN=C2N=CN1)C1COC2=CC=CC=C2O1,14.47
AB00431042-05,CC1=CC=CC(CSC2=C3N=CN=C3N=CN2)=C1,37.49
AB00431039-05,C1CCCC(CC1)NC1=C2N=CN=C2N=CN1,41.21
AB00431027-05,C(CC1=CNC2=CC=CC=C12)NC1=C2N=CN=C2N=CN1,11.77
AB00431013-04,CSC1=NN=C(CNC(=O)C2=CC=CC=C2)N1C1=CC=CC(C)=C1,10.58
AB00431009-05,CCOC(=O)C1CCN(CC1)C(C1=C(O)N2N=C(C)N=C2S1)C1=CC=CC(F)=C1,-1.29
AB00431007-04,O=C(CSC1=NC=NC2=CC=CC=C12)NC1=CC=C2OCOC2=C1,1.93
AB00430995-05,CC1=CC(NC(=O)CN2C3=CC=CC=C3SC(CC2=O)C2=CC=CO2)=NO1,12.33
AB00430946-03,O=C(N1CCN=C1SCC1=CC=CC=C1)C1=CC=C2OCOC2=C1,12.56
AB00430917-05,CCOC(=O)N1CCN(CC1)C(C1=C(O)N2N=C(C)N=C2S1)C1=CC=C(F)C=C1,1.15
AB00430872-05,COC1=CC=CC(=C1)C(N1CCN(CC1)C(=O)C1=CC=CO1)C1=C(O)N2N=C(C)N=C2S1,-7.98
AB00430845-03,CC1=CC=C(C=C1)N1C(=O)NC(=CC1=O)N1CCN(CC1)C(=O)C1=CC=CO1,0.02
AB00430844-03,ClC1=CC=CC=C1CSC1=NCCN1C(=O)C1=CC=CO1,-4.46
AB00430842-04,CSC1=NN=C(CNC(=O)C2=CC=CC=C2)N1C1=CC=C(F)C=C1,3.78
AB00430819-03,ClC1=CC=C(C=C1)N1C(=O)NC(NC2=CC=C3OCCOC3=C2)=CC1=O,-2.53
AB00430806-03,O=C(NCC1=CC=CN=C1)C1=CN=C2SC=CN2C1=O,-9.04
AB00430805-02,COC1=CC=C(C)C=C1NC(=O)C1=CN=C2SC=CN2C1=O,-0.01
AB00430750-03,FC1=CC=CC(CSC2=NCCN2C(=O)C2=CC=CO2)=C1,-6.73
AB00430663-04,COC(=O)C1=CC=C(CSC2=NC=NC3=CC=CC=C23)O1,5.21
AB00430633-04,CC1=CC(NC(=O)CSC2=NC=NC3=CC=CC=C23)=NO1,-3.91
AB00430631-04,O=C(CSC1=NC=NC2=CC=CC=C12)N1CCCC1,-0.1
AB00430618-03,O=C(C1CCCCC1)N1CCN=C1SCC1=CC=CN=C1,-6.13
AB00430616-03,COC1=CC=C(C(=O)N2CCN=C2SCC2=CC=CN=C2)C(OC)=C1,-5.55
AB00430583-03,O=C(N1CCN=C1SCC1=CC=CN=C1)C1=CC=C2OCOC2=C1,-7.36
AB00430114-03,NC1=C(C(=NC=N1)N1CCOCC1)[N+]([O-])=O,-5.07
AB00430043-03,[H]N1C=NC2=C1N=CN=C2SCC1=CC=C(F)C=C1,8.45
AB00429676-05,CC(C)CCN1C(NCCC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,93.56
AB00429674-05,CC1CC2=C(S1)C(=O)N(CC1=CC=CC=C1)C(SCC(=O)NC1=NOC(C)=C1)=N2,7.32
AB00429673-04,CCCC(=O)NC1=CC(C)=C2C(=O)OC3=CC=CC=C3C2=N1,-0.91
AB00429668-04,CC1=CC=CC(=C1)N1C(=O)NC(=CC1=O)N1CCN(CC1)C1=CC=C(F)C=C1,-15.12
AB00429666-06,CC1CC(C)CN(C1)C1=NC2=C(N1CC(C)=C)C(=O)NC(=O)N2C,-1.15
AB00429664-05,COC1=CC=CC(=C1)C1=NN=C(NC(=O)C2=CC=CC=C2Br)O1,94.3
AB00429662-05,COC1=CC=CC(=C1)C1=NN=C(NC(C)=O)O1,80.92
AB00429652-04,COC1=CC=CC(C(=O)OCN2N=NC3=CC=CC=C3C2=O)=C1OC,-4.52
AB00429651-05,CNC(=O)C1=C(NC(=O)C2=CC=CC=C2)SC=C1,11.49
AB00429650-04,COC1=CC=CC(=C1)C(=O)NC1=CC(C)=C2C(=O)OC3=CC=CC=C3C2=N1,-5.22
AB00429647-05,ClC1=CC=C(C=C1)C1=NN=C(NC(=O)C2CCCCC2)O1,99.12
AB00429645-05,COC(=O)C1=C(NC(=O)CN2C(=O)CCC2=O)SC=C1,-10.18
AB00429640-04,CN1C2=C(N(CCSC3=NC=CC=N3)C(=N2)N2CCCCC2)C(=O)NC1=O,-3.31
AB00429639-04,CC1CCN(CC1)C1=NC2=C(N1CCSC1=NC=CC=N1)C(=O)NC(=O)N2C,-0.93
AB00429637-05,CC1=NN=C(NC(=O)CSC2=CN(CCNC(=O)C3=CC=CC=C3)C3=CC=CC=C23)S1,5.48
AB00429630-05,CC1CC2=C(S1)C(=O)N(CC1=CC=CC=C1)C(SCC(N)=O)=N2,-1.62
AB00429629-05,CN1C2=C(N(CC3=CC(C)=CC=C3)C(SCCN3CCCCC3)=N2)C(=O)NC1=O,-7.95
AB00429628-05,CC(C)C1=NN=C(NC(=O)C2=CC=C(C=C2)N2C(=O)CCC2=O)S1,-1.4
AB00429627-05,CN(C(=O)C1=CC=CO1)C1=NN=C(S1)C12CC3CC(CC(C3)C1)C2,47.67
AB00429620-05,CN(C)C1=CC=C(C=C1)C(=O)NC1=NN=C(O1)C1=CC=C(Cl)C=C1,96.41
AB00429618-05,CCCCCCN1C(SCC(=O)OC)=NC2=C1C(=O)NC(=O)N2C,-9.11
AB00429616-05,CNC(=O)C1=C(NC(=O)CN2C(=O)CCC2=O)SC=C1,-6.14
AB00429614-06,COCCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC=C2OCCOC2=C1,-0.17
AB00429582-04,COC1=CC=C(CNC(=O)C2=CN=C3SCCN3C2=O)C=C1,-5.88
AB00429581-05,CC1=CC=CC(N2N=C3CS(=O)CC3=C2NC(=O)CCC2CCCCC2)=C1C,3.68
AB00429580-05,CC(C)C1=NN=C(NC(=O)C2CCCCC2)S1,4.98
AB00429569-04,CSC1=CC=CC=C1NC(=O)C1=CN=C2SCCN2C1=O,1.31
AB00429568-05,CCN1CCN(CC1)C1=NC2=C(N1CCSC1=NC3=CC=CC=C3S1)C(=O)NC(=O)N2C,-1.59
AB00429559-05,COC1=CC=C(CCNC2=C(N=C(COC3=CC=CC=C3Cl)O2)C#N)C=C1OC,-3.12
AB00429546-07,OC1=C(SC2=NC=NN12)C(N1CCC2=CC=CC=C2C1)C1=CC=CC=C1,1.99
AB00429546-07,OC1=C(SC2=NC=NN12)C(N1CCC2=CC=CC=C2C1)C1=CC=CC=C1,1.33
AB00429540-04,O=C(CSC1=NN2C(C=C1)=NN=C2C1=CC=CC=C1)N1CCN(CC1)C1=CC=CC=C1,-3.16
AB00429486-05,CN1CCN(CC1)C1=NC2=C(N1CCSC1=NC3=CC=CC=C3S1)C(=O)NC(=O)N2C,6.62
AB00429452-06,CC(=O)C1=C(C)N=C(NC(=O)C2COC3=CC=CC=C3O2)S1,-15.06
AB00429429-06,FC1=CC=CC=C1NC(=O)CN1C2=CC=CC=C2SC(CC1=O)C1=CC=CO1,18.98
AB00429420-05,O=C(NC1=NC(=CS1)C1=CC=NC=C1)C1COC2=CC=CC=C2O1,90.18
AB00429391-05,CCOC(=O)CSC1=NN=C(CN2C(=O)SC3=CC=CC=C23)N1C,3.88
AB00429355-03,CC1=CC=CC(NC(=O)C2=CN=C3SC=CN3C2=O)=N1,-4.43
AB00429269-06,COC1=CC=C(Cl)C=C1N1CC(CC1=O)C1=NC2=CC=CC=C2N1,-6.72
AB00429235-07,CC1CC(C)CN(C1)C(C1=C(O)N2N=CN=C2S1)C1=CC=C(C)C=C1,7.38
AB00429235-07,CC1CC(C)CN(C1)C(C1=C(O)N2N=CN=C2S1)C1=CC=C(C)C=C1,-2.98
AB00429225-06,OC(=O)C1CCCN(C1)S(=O)(=O)C1=CC=C(Cl)S1,-2.75
AB00429225-06,OC(=O)C1CCCN(C1)S(=O)(=O)C1=CC=C(Cl)S1,-10.42
AB00429191-04,C1CCN(CC1)C1=NC=NC2=C1C=NN2C1=CC=CC=C1,18.47
AB00429187-06,COC(=O)CN1C(=O)N(C)C2=C(N3CC(C)CN(C3=N2)C2=CC=C(C)C(C)=C2)C1=O,-0.08
AB00429184-06,CC1=NN2C(SC(C(N3CCOCC3)C3=CC=CS3)=C2O)=N1,2.05
AB00429180-06,CC1CN2C(=NC3=C2C(=O)N(CC(N)=O)C(=O)N3C)N(C1)C1=CC=C(OC2=CC=CC=C2)C=C1,7.9
AB00429179-05,CN1C2=C(N(CC3=CC=C(C)C=C3)C(SCCN3CCCCC3)=N2)C(=O)NC1=O,-0.23
AB00429152-05,FC(F)(F)C1=CC=CC=C1NC(=O)CSC1=NC=NC2=C1OC1=CC=CC=C21,98.79
AB00429151-06,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC=C2OCOC2=C1,-2.16
AB00429150-05,CN1C=C(C2=CC=CC=C12)S(=O)(=O)CC(=O)NC1CCCCC1,-0.54
AB00429149-06,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC(C)=CC=C1C,6.49
AB00429144-05,COC1=CC=CC(=C1)C(=O)NC1=C(OC2=CC=CC=C12)C(N)=O,-3.53
AB00429132-06,CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC1=CC=CC(C)=C1,1.5
AB00429119-06,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)NC1=C(C)C=C(C)C=C1C)=N2,-9.99
AB00429071-06,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)N1CCCC3=CC=CC=C13)=N2,16.53
AB00429003-05,FC1=CC=CC=C1NC(=O)CSC1=NC=NC2=C1OC1=CC=CC=C21,98.08
AB00428939-04,O=C(NC1=CC=CC=C1)C1=CN=C2SCCN2C1=O,3.38
AB00428913-05,COC1=CC=C(C=C1)C(=O)NCC1=NN=C(SC)N1C1CCCCC1,4.38
AB00428907-04,COC1=CC=C(NC(=O)C2=CN=C3SCCN3C2=O)C=C1OC,10.05
AB00428903-04,O=C(NCCC1=CNC2=CC=CC=C12)C1=CN=C2SCCN2C1=O,7.61
AB00428885-04,CCC1=CC=CC=C1NC(=O)C1=CN=C2SCCN2C1=O,3.38
AB00428881-05,CCOC(=O)C1=C(C)C2=C(S1)N=C(NC(=O)C(C)(C)C)S2,16.99
AB00428879-05,CC(C)C1=NN=C(NC(=O)CC2=CC=CS2)S1,-2.13
AB00428871-04,O=C(NC1=CC=C2OCCOC2=C1)C1=CN=C2SCCN2C1=O,-4.64
AB00428859-05,CCN1CCN(CC1)C1=NC2=C(N1CC(C)=C)C(=O)NC(=O)N2C,-1.95
AB00428845-05,CCOC(=O)C1=C(C)C2=C(S1)N=C(NC(=O)C1CCCCC1)S2,8.04
AB00428843-04,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC2)C(C)=O)S1,-2.7
AB00428835-05,CCCCN1C(SCC(=O)OCC)=NC2=C1C(=O)NC(=O)N2C,-5.28
AB00428831-05,O=C(NC1=NC(=CS1)C1=CC=C(C=C1)C#N)C1CC1,10.85
AB00428826-05,CN1C2=C(N(CCSC3=NC(C)=CC=N3)C(=N2)N2CCN(CC3=CC=CC=C3)CC2)C(=O)NC1=O,13.15
AB00428765-05,CCOC(=O)N1CCN(CC1)C(=O)CSC1=NC=NC2=CC=CC=C12,2.41
AB00428679-05,CN1C=C(C2=CC=CC=C12)S(=O)(=O)CC(=O)NC1=CC(C)=CC=C1,12.55
AB00428602-05,CC1=CC(O)=NC(SCC2=C(Br)N3C=CC=NC3=N2)=N1,-3.29
AB00428312-04,CCN1C(=O)C2=CC=CC3=C(NC(=O)C4=CC=C(C=C4)S(=O)(=O)N(C)C)C=CC1=C23,98.53
AB00428305-05,CCOC1=CC=CC=C1NC(=O)CC1NC2=CC(C)=C(C)C=C2NC1=O,14.9
AB00428267-05,CC1=CC(NC(=O)CS(=O)(=O)C2=CN(CC3=CC=CC(F)=C3)C3=CC=CC=C23)=NO1,1.48
AB00428014-06,FC1=CC=C(C=C1)N1C(=O)C2=C(CCS2)N=C1SCC(=O)NCC1CCCO1,2.05
AB00427864-05,CCOC(=O)C1=C(C)C(C(=O)OCC)=C(NC(=O)CSC2=NN=NN2C2=CC=CC=C2)S1,1.9
AB00427801-05,CN1C2=C(N(CCC3=CC=CC=C3)C(SC3=NC4=CC=CC=C4N3)=N2)C(=O)NC1=O,23.81
AB00427791-04,COC1=CC=CC=C1N1C(=O)C2=C(CCS2)N=C1SCC(=O)NC1=CC=C2OCOC2=C1,9.75
AB00427774-04,CN1C2=C(N(CCSC3=NN=C(C)S3)C(=N2)N2CCC(CC3=CC=CC=C3)CC2)C(=O)NC1=O,53.94
AB00427675-05,CC1=CC(NC(=O)CS(=O)(=O)C2=CN(CC3=CC=CC=C3Cl)C3=CC=CC=C23)=NO1,15.2
AB00426541-04,FC1=CC=C(C=C1)N1N=NC2=C(SCC(=O)NCC3=CC=CO3)N=CN=C12,2.25
